  19   8 9.54-06 2.30-02 4.22-02 7.37-02 1.04-01 1.35-01 1.55-01 1.42-01 1.11-01 5.72-02 3.10-02 1.61-02
  20   8 1.90-27 1.00-30 1.00-30 1.00-30 1.50-30 5.67-30 1.92-29 3.52-29 5.33-29 7.49-29 8.78-29 9.77-29
  21   8 3.04-06 6.47-08 1.25-07 2.87-07 4.79-07 6.97-07 9.43-07 1.07-06 1.14-06 1.19-06 1.21-06 1.23-06
  22   8 1.60+03 2.40-03 3.56-03 5.88-03 8.12-03 1.07-02 1.44-02 1.74-02 2.05-02 2.49-02 2.82-02 3.17-02
  23   8 1.95+01 1.54-06 2.26-06 3.64-06 4.90-06 6.29-06 8.67-06 1.15-05 1.57-05 2.38-05 3.19-05 4.12-05
  24   8 2.32-27 1.72-29 2.82-29 6.00-29 1.15-28 2.30-28 5.21-28 8.41-28 1.19-27 1.62-27 1.88-27 2.07-27
  25   8 2.18-22 1.00-30 1.00-30 1.00-30 1.00-30 4.10-30 4.09-29 1.41-28 3.58-28 8.70-28 1.43-27 2.10-27
  26   8 4.10+00 1.14-06 2.01-06 4.57-06 8.57-06 1.53-05 2.83-05 3.98-05 5.14-05 6.52-05 7.42-05 8.23-05
  27   8 8.98-05 8.47-07 1.19-06 1.88-06 2.57-06 3.59-06 5.83-06 8.26-06 1.10-05 1.46-05 1.67-05 1.84-05
  28   8 9.08-28 1.00-30 1.00-30 1.00-30 1.69-30 4.92-30 2.00-29 4.32-29 7.40-29 1.16-28 1.43-28 1.65-28
  29   8 2.90-05 2.21-07 3.42-07 5.66-07 7.49-07 9.33-07 1.23-06 1.53-06 1.89-06 2.34-06 2.63-06 2.86-06
  10   9 2.75-08 7.16-01 2.10+00 4.18+00 4.90+00 4.60+00 3.26+00 2.18+00 1.34+00 6.03-01 3.13-01 1.59-01
  11   9 4.97+06 1.93+00 6.43+00 2.07+01 4.25+01 8.35+01 1.89+02 3.17+02 4.78+02 6.89+02 8.44+02 9.98+02
  12   9 1.00-30 4.78-01 7.92-01 9.34-01 8.22-01 6.39-01 3.98-01 2.52-01 1.48-01 6.53-02 3.37-02 1.71-02
  13   9 1.05+07 7.66-01 1.63+00 3.78+00 7.03+00 1.35+01 3.20+01 5.65+01 8.91+01 1.36+02 1.72+02 2.08+02
  14   9 1.35-09 1.19+00 1.88+00 2.26+00 2.08+00 1.68+00 1.09+00 7.14-01 4.39-01 2.00-01 1.04-01 5.33-02
  15   9 3.57+00 9.92-01 2.10+00 4.21+00 6.59+00 1.05+01 1.96+01 2.87+01 3.79+01 4.45+01 4.68+01 4.80+01
  16   9 7.86-05 1.05+00 1.58+00 1.98+00 1.90+00 1.58+00 1.02+00 6.58-01 3.92-01 1.75-01 9.11-02 4.64-02
  17   9 2.65-09 4.10-01 8.03-01 1.37+00 1.61+00 1.55+00 1.15+00 7.83-01 4.85-01 2.22-01 1.16-01 5.94-02
  18   9 1.16+01 1.72+00 3.50+00 7.20+00 1.16+01 1.86+01 3.32+01 4.70+01 5.97+01 6.88+01 7.21+01 7.38+01
  19   9 2.69+05 5.39-01 1.15+00 2.37+00 3.50+00 4.86+00 6.70+00 7.77+00 8.56+00 9.12+00 9.32+00 9.42+00
  20   9 5.18-03 1.83-09 3.37-09 7.45-09 1.29-08 2.09-08 3.55-08 4.92-08 6.46-08 8.69-08 1.05-07 1.23-07
  21   9 3.52+06 8.69-01 1.51+00 2.86+00 4.28+00 6.05+00 8.90+00 1.14+01 1.42+01 1.82+01 2.14+01 2.48+01
  22   9 5.54-10 5.12-09 7.70-09 1.23-08 1.63-08 2.01-08 2.42-08 2.64-08 2.80-08 2.92-08 2.98-08 3.01-08
  23   9 2.25+01 4.93+00 7.64+00 1.30+01 1.83+01 2.44+01 3.27+01 3.83+01 4.29+01 4.72+01 4.93+01 5.08+01
  24   9 7.99-04 7.01-10 1.05-09 1.96-09 3.42-09 6.01-09 1.15-08 1.71-08 2.37-08 3.32-08 4.09-08 4.89-08
  25   9 3.51-09 1.00-08 1.46-08 2.25-08 2.90-08 3.52-08 4.20-08 4.57-08 4.83-08 5.04-08 5.14-08 5.20-08
  26   9 7.74+00 3.07+00 4.29+00 6.20+00 7.60+00 8.88+00 1.04+01 1.14+01 1.21+01 1.29+01 1.32+01 1.35+01
  27   9 1.36+07 3.36-01 4.56-01 9.30-01 2.06+00 4.77+00 1.28+01 2.35+01 3.86+01 6.47+01 8.81+01 1.14+02
  11  10 1.00-30 1.35+00 3.76+00 7.38+00 8.53+00 7.89+00 5.61+00 3.86+00 2.48+00 1.14+00 5.98-01 3.06-01
  12  10 1.00-30 4.29+00 9.75+00 1.68+01 1.99+01 2.25+01 2.89+01 3.78+01 4.80+01 5.49+01 5.73+01 5.85+01
  13  10 1.00-30 5.40-01 9.76-01 1.30+00 1.21+00 9.72-01 6.24-01 4.00-01 2.37-01 1.05-01 5.42-02 2.76-02
  14  10 1.91+06 9.98+00 1.78+01 2.86+01 3.74+01 5.12+01 8.66+01 1.32+02 1.92+02 2.80+02 3.49+02 4.20+02
  15  10 9.05-03 9.36-01 1.57+00 2.31+00 2.45+00 2.17+00 1.48+00 9.62-01 5.73-01 2.55-01 1.32-01 6.73-02
  16  10 1.71+00 1.12+01 1.97+01 3.43+01 4.95+01 7.33+01 1.20+02 1.61+02 1.99+02 2.26+02 2.35+02 2.40+02
  17  10 1.52+07 5.86+00 1.33+01 3.41+01 7.05+01 1.51+02 4.20+02 8.19+02 1.37+03 2.15+03 2.75+03 3.36+03
  18  10 4.31-26 1.74+00 2.87+00 4.06+00 4.30+00 3.90+00 2.78+00 1.88+00 1.16+00 5.28-01 2.76-01 1.41-01
  19  10 1.12-28 6.79-01 1.32+00 2.16+00 2.39+00 2.19+00 1.54+00 1.04+00 6.55-01 3.02-01 1.58-01 8.11-02
  20  10 7.64-02 1.80+00 2.38+00 3.14+00 3.57+00 3.86+00 4.07+00 4.15+00 4.20+00 4.22+00 4.24+00 4.26+00
  21  10 1.04-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  22  10 6.86+05 1.11+00 1.70+00 3.06+00 4.77+00 7.26+00 1.18+01 1.59+01 2.05+01 2.69+01 3.19+01 3.71+01
  23  10 8.44-06 2.78-11 4.66-11 8.65-11 1.26-10 1.69-10 2.23-10 2.58-10 2.88-10 3.21-10 3.42-10 3.62-10
  24  10 5.38-01 8.69+00 1.30+01 2.07+01 2.69+01 3.26+01 3.86+01 4.16+01 4.37+01 4.53+01 4.60+01 4.64+01
  25  10 6.71+06 1.83+01 3.10+01 6.11+01 9.75+01 1.47+02 2.31+02 3.05+02 3.86+02 4.99+02 5.87+02 6.78+02
  26  10 2.18-25 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.68-30 2.43-30 3.26-30
  27  10 5.84-29 1.01-28 1.57-28 2.66-28 3.64-28 4.62-28 5.71-28 6.31-28 6.73-28 7.08-28 7.22-28 7.32-28
  28  10 1.56+01 5.43+00 9.34+00 1.84+01 2.86+01 4.08+01 5.75+01 6.84+01 7.70+01 8.47+01 8.84+01 9.09+01
  29  10 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  12  11 1.00-30 4.27-01 1.43+00 2.60+00 2.56+00 1.99+00 1.17+00 7.03-01 3.97-01 1.70-01 8.71-02 4.40-02
  13  11 1.00-30 1.44+00 2.97+00 5.02+00 6.85+00 1.01+01 1.80+01 2.67+01 3.58+01 4.18+01 4.38+01 4.48+01
  14  11 1.00-30 3.21+00 5.11+00 6.18+00 5.53+00 4.26+00 2.54+00 1.55+00 8.85-01 3.83-01 1.97-01 9.97-02
  15  11 1.64+06 4.02+00 1.01+01 2.66+01 5.17+01 9.72+01 2.04+02 3.25+02 4.67+02 6.50+02 7.85+02 9.17+02
  16  11 1.00-30 4.86+00 7.38+00 9.13+00 8.45+00 6.65+00 4.05+00 2.53+00 1.50+00 6.66-01 3.44-01 1.75-01
  17  11 1.00-30 2.01+00 3.82+00 6.06+00 6.65+00 6.09+00 4.30+00 2.87+00 1.74+00 7.81-01 4.05-01 2.06-01
  18  11 7.28+06 6.16+00 1.52+01 3.89+01 7.94+01 1.70+02 4.42+02 8.00+02 1.25+03 1.84+03 2.28+03 2.71+03
  19  11 1.00-30 2.50+00 6.44+00 1.50+01 2.38+01 3.70+01 6.36+01 8.81+01 1.12+02 1.28+02 1.34+02 1.37+02
  13  12 1.00-30 5.64-01 8.73-01 1.04+00 9.28-01 7.34-01 5.03-01 3.71-01 2.64-01 1.27-01 6.70-02 3.44-02
  14  12 1.92+06 1.49+01 3.17+01 7.27+01 1.55+02 3.48+02 8.89+02 1.55+03 2.34+03 3.33+03 4.04+03 4.74+03
  15  12 1.79-02 2.18-01 4.74-01 8.28-01 9.18-01 8.40-01 5.95-01 4.01-01 2.48-01 1.12-01 5.83-02 2.97-02
  16  12 9.96-01 1.33+01 2.12+01 4.01+01 6.87+01 1.14+02 1.95+02 2.61+02 3.14+02 3.49+02 3.61+02 3.68+02
  17  12 1.00-30 9.14+00 1.58+01 2.83+01 3.81+01 4.85+01 6.46+01 7.73+01 8.75+01 9.43+01 9.67+01 9.79+01
  18  12 1.00-30 1.65+00 2.43+00 2.87+00 2.57+00 1.96+00 1.15+00 6.98-01 3.96-01 1.71-01 8.78-02 4.45-02
  19  12 1.00-30 3.96-01 7.03-01 1.01+00 1.03+00 8.85-01 5.82-01 3.70-01 2.17-01 9.57-02 4.94-02 2.51-02
  20  12 1.00-30 1.01+01 1.69+01 2.98+01 4.16+01 5.34+01 6.67+01 7.41+01 7.94+01 8.38+01 8.60+01 8.75+01
  22  12 2.21+05 1.04+01 1.65+01 2.75+01 3.72+01 4.71+01 5.91+01 6.72+01 7.43+01 8.28+01 8.88+01 9.46+01
  23  12 1.54-04 1.57-11 2.27-11 5.49-11 1.31-10 2.96-10 7.02-10 1.16-09 1.74-09 2.64-09 3.40-09 4.20-09
  24  12 6.38-03 8.39+00 1.15+01 1.55+01 1.78+01 1.95+01 2.07+01 2.12+01 2.15+01 2.17+01 2.18+01 2.18+01
  25  12 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  27  12 1.20-30 9.32-29 1.37-28 2.04-28 2.50-28 2.84-28 3.13-28 3.25-28 3.32-28 3.36-28 3.37-28 3.38-28
  28  12 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  14  13 2.18-04 1.17+00 1.60+00 1.71+00 1.47+00 1.12+00 6.93-01 4.43-01 2.66-01 1.18-01 6.12-02 3.11-02
  15  13 1.01+06 3.48+00 1.17+01 4.06+01 9.05+01 1.87+02 4.24+02 6.94+02 1.01+03 1.40+03 1.68+03 1.94+03
  16  13 1.00-30 1.78+00 2.51+00 2.79+00 2.45+00 1.89+00 1.13+00 6.83-01 3.88-01 1.68-01 8.60-02 4.36-02
  17  13 1.00-30 4.21-01 8.29-01 1.29+00 1.36+00 1.21+00 8.28-01 5.37-01 3.17-01 1.40-01 7.22-02 3.67-02
  18  13 1.00-30 1.84+00 3.16+00 5.13+00 6.95+00 9.77+00 1.60+01 2.20+01 2.75+01 3.12+01 3.25+01 3.31+01
  19  13 1.90+00 1.15+00 3.75+00 1.15+01 2.16+01 3.63+01 6.20+01 8.18+01 9.61+01 1.06+02 1.09+02 1.10+02
  21  13 1.00-30 5.07+00 7.83+00 1.26+01 1.65+01 2.02+01 2.41+01 2.62+01 2.77+01 2.89+01 2.94+01 2.98+01
  22  13 1.14-05 6.14-11 7.82-11 1.07-10 1.55-10 2.58-10 5.12-10 8.00-10 1.16-09 1.73-09 2.19-09 2.69-09
  23  13 2.99+04 6.32+00 1.01+01 1.66+01 2.19+01 2.66+01 3.12+01 3.36+01 3.52+01 3.66+01 3.73+01 3.78+01
  24  13 1.50-27 4.32-27 7.53-27 1.43-26 2.10-26 2.81-26 3.66-26 4.16-26 4.53-26 4.84-26 4.99-26 5.10-26
  27  13 8.32-03 3.97+00 5.90+00 8.81+00 1.08+01 1.23+01 1.35+01 1.41+01 1.43+01 1.45+01 1.46+01 1.46+01
  15  14 3.37-10 1.72+00 3.08+00 4.21+00 4.04+00 3.27+00 2.10+00 1.41+00 9.25-01 4.28-01 2.24-01 1.14-01
  16  14 4.13+05 8.21+01 1.64+02 5.05+02 1.15+03 2.32+03 4.87+03 7.49+03 1.03+04 1.37+04 1.60+04 1.83+04
  17  14 3.14-02 8.36+01 1.58+02 2.83+02 3.73+02 4.60+02 5.86+02 6.79+02 7.43+02 7.84+02 7.97+02 8.04+02
  18  14 7.86-11 5.89+00 9.27+00 1.10+01 9.56+00 7.00+00 3.93+00 2.33+00 1.31+00 5.62-01 2.87-01 1.45-01
  19  14 1.55-02 1.33+00 2.63+00 4.19+00 4.26+00 3.47+00 2.11+00 1.30+00 7.56-01 3.31-01 1.70-01 8.64-02
  20  14 3.53+06 6.55+01 1.31+02 2.91+02 4.80+02 7.27+02 1.13+03 1.48+03 1.85+03 2.38+03 2.79+03 3.20+03
  21  14 3.17-02 3.79-08 9.17-08 2.53-07 4.75-07 7.94-07 1.36-06 1.87-06 2.43-06 3.24-06 3.88-06 4.53-06
  22  14 8.20-01 6.09+01 9.86+01 1.66+02 2.24+02 2.78+02 3.37+02 3.69+02 3.90+02 4.09+02 4.18+02 4.24+02
  23  14 1.60-08 9.70-08 1.69-07 3.22-07 4.75-07 6.37-07 8.28-07 9.40-07 1.02-06 1.09-06 1.12-06 1.15-06
  24  14 3.32+05 3.14+01 4.06+01 5.02+01 5.63+01 6.42+01 8.20+01 1.03+02 1.29+02 1.71+02 2.06+02 2.43+02
  25  14 2.43+00 1.35+01 2.69+01 5.82+01 9.02+01 1.24+02 1.65+02 1.88+02 2.05+02 2.19+02 2.26+02 2.31+02
  26  14 2.54-08 3.07-08 6.53-08 1.51-07 2.44-07 3.47-07 4.73-07 5.48-07 6.03-07 6.50-07 6.73-07 6.91-07
  27  14 1.55-03 2.01-08 3.42-08 5.83-08 7.57-08 8.91-08 1.02-07 1.11-07 1.22-07 1.41-07 1.59-07 1.79-07
  28  14 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  16  15 1.00-30 2.92+00 4.75+00 5.79+00 5.26+00 4.12+00 2.48+00 1.53+00 8.83-01 3.84-01 1.97-01 9.99-02
  17  15 1.92-14 1.57+00 3.21+00 4.96+00 5.04+00 4.23+00 2.74+00 1.74+00 1.02+00 4.47-01 2.30-01 1.17-01
  18  15 2.47-05 8.62+00 1.57+01 2.84+01 4.14+01 6.15+01 1.06+02 1.48+02 1.87+02 2.13+02 2.21+02 2.26+02
  19  15 1.41+06 6.87+00 2.12+01 8.05+01 1.92+02 4.14+02 9.79+02 1.64+03 2.41+03 3.37+03 4.05+03 4.71+03
  20  15 3.14-04 2.69-07 4.06-07 6.52-07 8.84-07 1.15-06 1.53-06 1.84-06 2.16-06 2.59-06 2.92-06 3.26-06
  21  15 2.54+06 7.72+01 1.40+02 2.77+02 4.24+02 6.06+02 8.88+02 1.12+03 1.37+03 1.72+03 1.99+03 2.26+03
  22  15 4.24-11 1.25-07 1.71-07 2.34-07 2.77-07 3.11-07 3.44-07 3.59-07 3.69-07 3.77-07 3.81-07 3.84-07
  23  15 1.41+00 6.83+01 1.08+02 1.79+02 2.37+02 2.91+02 3.48+02 3.78+02 3.98+02 4.16+02 4.24+02 4.31+02
  24  15 3.27-05 3.72-08 4.41-08 5.01-08 5.36-08 5.75-08 6.48-08 7.21-08 8.09-08 9.41-08 1.05-07 1.16-07
  25  15 2.90-10 2.72-08 4.42-08 7.30-08 9.62-08 1.17-07 1.38-07 1.49-07 1.57-07 1.63-07 1.66-07 1.69-07
  26  15 1.95+00 3.43+01 5.97+01 1.07+02 1.48+02 1.87+02 2.29+02 2.51+02 2.66+02 2.80+02 2.86+02 2.91+02
  27  15 4.46+05 1.41+01 2.06+01 2.89+01 3.37+01 3.74+01 4.30+01 4.92+01 5.76+01 7.17+01 8.40+01 9.71+01
  17  16 5.97+03 1.04+03 1.94+03 3.85+03 5.89+03 8.41+03 1.24+04 1.59+04 1.93+04 2.33+04 2.61+04 2.87+04
  18  16 1.23-28 3.81+00 8.48+00 1.37+01 1.38+01 1.12+01 6.79+00 4.18+00 2.41+00 1.05+00 5.37-01 2.72-01
  19  16 8.57-30 2.02+00 3.95+00 6.35+00 6.80+00 5.92+00 3.92+00 2.58+00 1.63+00 7.43-01 3.87-01 1.97-01
  20  16 3.97-02 2.15+02 2.56+02 3.01+02 3.26+02 3.44+02 3.59+02 3.65+02 3.69+02 3.72+02 3.74+02 3.75+02
  21  16 1.00-30 5.44-30 7.44-30 1.01-29 1.19-29 1.34-29 1.47-29 1.53-29 1.57-29 1.61-29 1.63-29 1.64-29
  22  16 8.90+05 4.24+01 7.91+01 1.83+02 3.21+02 5.14+02 8.45+02 1.14+03 1.47+03 1.92+03 2.28+03 2.65+03
  23  16 2.10-04 1.03-09 2.27-09 5.72-09 1.02-08 1.65-08 2.74-08 3.71-08 4.79-08 6.31-08 7.51-08 8.73-08
  24  16 3.31-01 1.72+02 2.66+02 4.20+02 5.41+02 6.51+02 7.62+02 8.20+02 8.60+02 8.93+02 9.09+02 9.21+02
  25  16 2.91+06 5.36+01 1.37+02 4.00+02 7.72+02 1.32+03 2.30+03 3.20+03 4.20+03 5.63+03 6.77+03 7.93+03
  26  16 9.41-25 3.64-30 1.02-29 3.30-29 6.76-29 1.21-28 2.20-28 3.13-28 4.18-28 5.69-28 6.90-28 8.13-28
  27  16 1.31-28 1.13-27 2.05-27 4.12-27 6.23-27 8.49-27 1.12-26 1.28-26 1.39-26 1.49-26 1.54-26 1.57-26
  28  16 1.93+00 3.80+02 5.56+02 8.27+02 1.03+03 1.21+03 1.39+03 1.49+03 1.55+03 1.60+03 1.62+03 1.64+03
  29  16 1.00-30 3.73-30 6.75-30 1.27-29 1.80-29 2.31-29 2.88-29 3.18-29 3.40-29 3.58-29 3.67-29 3.74-29
  18  17 1.00-30 2.51+00 6.76+00 1.30+01 1.47+01 1.34+01 9.40+00 6.43+00 4.12+00 1.88+00 9.81-01 5.00-01
  19  17 5.96-24 1.64+00 3.84+00 6.65+00 7.15+00 6.25+00 4.19+00 2.72+00 1.62+00 7.15-01 3.69-01 1.87-01
  20  17 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  22  17 4.56-02 2.50+01 3.75+01 5.47+01 6.62+01 7.54+01 8.40+01 8.81+01 9.09+01 9.35+01 9.50+01 9.63+01
  23  17 1.64-11 6.52-10 9.72-10 1.46-09 1.82-09 2.13-09 2.44-09 2.59-09 2.69-09 2.78-09 2.82-09 2.85-09
  24  17 9.59+04 5.45+01 6.35+01 7.48+01 8.74+01 1.07+02 1.45+02 1.82+02 2.25+02 2.87+02 3.37+02 3.88+02
  25  17 1.57-01 2.90+02 4.17+02 6.05+02 7.42+02 8.58+02 9.72+02 1.03+03 1.07+03 1.10+03 1.11+03 1.12+03
  26  17 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  27  17 1.72-23 5.96-28 7.80-28 9.77-28 1.10-27 1.25-27 1.59-27 1.98-27 2.48-27 3.28-27 3.95-27 4.66-27
  28  17 4.47+06 8.38+02 1.47+03 2.90+03 4.51+03 6.57+03 9.90+03 1.28+04 1.58+04 2.01+04 2.35+04 2.69+04
  29  17 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  19  18 3.46+04 1.19+02 2.51+02 5.51+02 8.98+02 1.37+03 2.18+03 2.90+03 3.65+03 4.55+03 5.18+03 5.77+03
  22  18 4.37-13 2.83-10 4.07-10 5.77-10 6.91-10 7.82-10 8.66-10 9.07-10 9.34-10 9.59-10 9.72-10 9.85-10
  23  18 8.45-02 5.58+00 7.09+00 9.04+00 1.04+01 1.17+01 1.30+01 1.36+01 1.41+01 1.45+01 1.47+01 1.49+01
  24  18 4.33-22 5.34-26 9.83-26 2.01-25 3.16-25 4.65-25 7.03-25 9.07-25 1.12-24 1.43-24 1.67-24 1.91-24
  25  18 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  26  18 1.57-01 9.70+01 1.39+02 2.02+02 2.48+02 2.87+02 3.26+02 3.45+02 3.58+02 3.68+02 3.73+02 3.77+02
  27  18 2.41+05 1.31+01 2.13+01 3.61+01 4.91+01 6.27+01 8.02+01 9.29+01 1.05+02 1.20+02 1.32+02 1.43+02
  28  18 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  29  18 4.46+06 2.80+02 4.92+02 9.69+02 1.51+03 2.20+03 3.31+03 4.27+03 5.29+03 6.72+03 7.84+03 8.98+03
  20  19 1.00-30 1.28-25 1.38-25 1.47-25 1.51-25 1.54-25 1.56-25 1.56-25 1.57-25 1.57-25 1.57-25 1.57-25
  21  19 7.49-06 2.47+02 2.66+02 2.79+02 2.84+02 2.87+02 2.89+02 2.89+02 2.90+02 2.90+02 2.90+02 2.90+02
  22  19 1.71-06 2.79-08 4.04-08 6.15-08 8.05-08 1.01-07 1.31-07 1.54-07 1.79-07 2.11-07 2.36-07 2.61-07
  23  19 1.43+06 1.85+02 3.58+02 7.43+02 1.16+03 1.68+03 2.49+03 3.17+03 3.88+03 4.87+03 5.64+03 6.41+03
  24  19 3.30-29 2.81-25 3.64-25 4.67-25 5.30-25 5.78-25 6.20-25 6.40-25 6.53-25 6.63-25 6.69-25 6.74-25
  25  19 3.62-22 3.39-25 6.40-25 1.30-24 2.02-24 2.91-24 4.28-24 5.43-24 6.65-24 8.33-24 9.63-24 1.09-23
  26  19 1.71+06 6.48+02 1.16+03 2.26+03 3.43+03 4.85+03 7.03+03 8.85+03 1.08+04 1.34+04 1.54+04 1.75+04
  27  19 1.23+00 1.89+02 2.96+02 4.80+02 6.30+02 7.69+02 9.12+02 9.88+02 1.04+03 1.08+03 1.10+03 1.12+03
  28  19 1.93-29 9.27-26 1.29-25 1.77-25 2.08-25 2.33-25 2.56-25 2.67-25 2.74-25 2.80-25 2.83-25 2.86-25
  29  19 1.26-01 3.40+02 4.40+02 5.64+02 6.42+02 7.02+02 7.55+02 7.80+02 7.96+02 8.09+02 8.16+02 8.22+02
  22  20 5.23+05 1.24+03 1.97+03 3.34+03 4.65+03 6.17+03 8.39+03 1.02+04 1.21+04 1.46+04 1.66+04 1.85+04
  23  20 6.72-05 4.33-09 8.02-09 1.63-08 2.53-08 3.67-08 5.47-08 6.98-08 8.59-08 1.08-07 1.25-07 1.43-07
  24  20 1.67-01 2.99+02 4.13+02 5.69+02 6.73+02 7.56+02 8.32+02 8.69+02 8.93+02 9.13+02 9.24+02 9.32+02
  25  20 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  27  20 1.79-28 1.19-27 2.25-27 4.42-27 6.42-27 8.40-27 1.06-26 1.18-26 1.27-26 1.34-26 1.37-26 1.40-26
  28  20 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  22  21 3.90-07 2.33-08 3.13-08 4.39-08 5.46-08 6.61-08 8.22-08 9.48-08 1.08-07 1.25-07 1.38-07 1.51-07
  23  21 5.77+05 2.14+02 3.56+02 6.38+02 9.21+02 1.26+03 1.76+03 2.17+03 2.60+03 3.18+03 3.63+03 4.09+03
  24  21 1.98-30 5.79-26 6.97-26 8.26-26 8.98-26 9.50-26 9.94-26 1.01-25 1.03-25 1.04-25 1.04-25 1.05-25
  27  21 5.07-01 1.22+01 2.14+01 3.80+01 5.20+01 6.50+01 7.86+01 8.57+01 9.06+01 9.46+01 9.66+01 9.82+01
  23  22 6.82-13 2.04-08 2.34-08 2.65-08 2.82-08 2.93-08 3.02-08 3.05-08 3.08-08 3.10-08 3.11-08 3.12-08
  24  22 1.40+05 8.27+03 1.16+04 1.70+04 2.17+04 2.68+04 3.40+04 3.97+04 4.55+04 5.33+04 5.92+04 6.52+04
  25  22 7.22-03 1.66+03 1.92+03 2.18+03 2.33+03 2.42+03 2.50+03 2.54+03 2.56+03 2.58+03 2.59+03 2.60+03
  26  22 1.40-13 1.08-08 1.25-08 1.42-08 1.51-08 1.57-08 1.62-08 1.64-08 1.66-08 1.67-08 1.68-08 1.69-08
  27  22 4.77-05 1.51-09 3.38-09 8.35-09 1.45-08 2.29-08 3.69-08 4.91-08 6.24-08 8.10-08 9.56-08 1.10-07
  28  22 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 1.00-30
  24  23 1.00-30 1.26-07 1.52-07 1.89-07 2.18-07 2.48-07 2.89-07 3.21-07 3.53-07 3.95-07 4.27-07 4.59-07
  27  23 7.03+05 3.50+02 5.98+02 1.10+03 1.62+03 2.23+03 3.17+03 3.94+03 4.75+03 5.86+03 6.71+03 7.57+03
  25  24 4.52+03 2.89+04 3.53+04 4.43+04 5.15+04 5.90+04 6.91+04 7.69+04 8.47+04 9.51+04 1.03+05 1.11+05
  26  24 1.21-24 2.60-24 3.15-24 3.93-24 4.55-24 5.18-24 6.04-24 6.71-24 7.38-24 8.27-24 8.94-24 9.62-24
  27  24 4.19-29 4.01-25 5.18-25 6.61-25 7.51-25 8.19-25 8.79-25 9.08-25 9.26-25 9.41-25 9.49-25 9.56-25
  28  24 9.29-06 1.43+03 1.52+03 1.59+03 1.62+03 1.64+03 1.65+03 1.65+03 1.65+03 1.65+03 1.65+03 1.65+03
  29  24 1.00-30 3.03-25 3.29-25 3.49-25 3.57-25 3.61-25 3.64-25 3.65-25 3.66-25 3.67-25 3.67-25 3.68-25
  27  25 9.23-23 4.15-26 7.39-26 1.41-25 2.11-25 2.95-25 4.22-25 5.28-25 6.38-25 7.90-25 9.07-25 1.03-24
  27  26 7.34+05 2.78+02 5.18+02 1.03+03 1.58+03 2.23+03 3.24+03 4.08+03 4.97+03 6.18+03 7.12+03 8.06+03
  28  27 3.56-30 1.04-26 1.36-26 1.75-26 1.99-26 2.17-26 2.33-26 2.40-26 2.45-26 2.48-26 2.50-26 2.52-26
  29  27 1.00-30 4.90+01 6.77+01 9.14+01 1.06+02 1.18+02 1.28+02 1.32+02 1.36+02 1.38+02 1.40+02 1.42+02
R  1  +1         1.29-14 9.38-15 8.30-15 1.29-14 1.41-14 9.29-15 6.12-15 4.18-15 2.68-15 1.70-15 7.92-16
R  2  +1         7.54-13 5.33-13 3.36-13 2.36-13 1.62-13 9.36-14 5.76-14 3.39-14 2.97-14 2.71-14 9.96-15
R  3  +1         1.70-13 5.64-13 8.53-13 6.23-13 4.50-13 2.44-13 1.19-13 5.06-14 1.48-14 5.81-15 2.08-15
R  4  +1         4.82-15 3.90-15 1.52-14 2.69-14 2.28-14 1.12-14 6.04-15 3.35-15 1.58-15 8.36-16 4.02-16
R  5  +1         8.97-16 6.92-16 1.32-15 3.49-15 3.98-15 2.34-15 1.34-15 7.77-16 3.90-16 2.18-16 1.05-16
